1.688	2.048	1.454	2.044	1.299	2.038	1.187	2.032	1.109	2.025	1.056	2.02	1.02	2.012	1.002	2.002
1.668	2.048	1.466	2.042	1.309	2.036	1.202	2.03	1.132	2.023	1.078	2.017	1.043	2.008	1.023	1.997
1.743	2.047	1.555	2.041	1.387	2.034	1.276	2.027	1.208	2.019	1.15	2.012	1.114	2.003	1.092	1.991
2.062	2.043	1.885	2.035	1.736	2.026	1.6	2.018	1.503	2.008	1.439	2.001	1.387	1.99	1.357	1.975
0	0	0	0	2.431	2.014	2.267	2.005	2.082	1.994	1.989	1.985	1.901	1.972	1.852	1.953
0	0	0	0	0	0	3.466	1.991	3.234	1.978	2.976	1.968	2.821	1.951	2.723	1.926
0	0	0	0	0	0	0	0	5.476	1.96	4.848	1.95	4.46	1.927	4.248	1.895
1.575	1.896	1.366	1.912	1.231	1.93	1.135	1.947	1.072	1.965	1.035	1.987	1.022	2.014	1.022	2.014
1.575	1.901	1.401	1.92	1.264	1.939	1.172	1.957	1.117	1.976	1.08	2	1.071	2.029	1.078	2.047
1.683	1.909	1.529	1.929	1.378	1.949	1.28	1.969	1.226	1.99	1.184	2.016	1.177	2.046	1.187	2.067
2.114	1.93	1.986	1.953	1.856	1.976	1.714	1.998	1.615	2.022	1.563	2.053	1.546	2.091	1.562	2.116
0	0	0	0	2.772	2.007	2.556	2.032	2.323	2.059	2.225	2.097	2.177	2.144	2.196	2.176
0	0	0	0	0	0	3.922	2.066	3.574	2.097	3.276	2.144	3.174	2.204	3.184	2.246
0	0	0	0	0	0	0	0	5.78	2.138	5.082	2.199	4.788	2.277	4.773	2.333
1.525	1.829	1.336	1.863	1.211	1.898	1.127	1.933	1.077	1.972	1.05	2.011	1.045	2.046	1.053	2.065
1.554	1.843	1.402	1.881	1.273	1.917	1.19	1.956	1.148	1.997	1.121	2.039	1.119	2.077	1.13	2.097
1.71	1.862	1.581	1.902	1.43	1.941	1.335	1.982	1.291	2.026	1.258	2.072	1.257	2.113	1.271	2.135
2.291	1.91	2.188	1.955	2.04	1.998	1.876	2.045	1.77	2.095	1.719	2.148	1.704	2.196	1.723	2.223
0	0	0	0	3.139	2.058	2.849	2.11	2.57	2.169	2.46	2.231	2.405	2.287	2.425	2.319
0	0	0	0	0	0	4.3	2.175	3.873	2.243	3.543	2.317	3.426	2.383	3.434	2.422
0	0	0	0	0	0	0	0	6.071	2.328	5.334	2.415	5.02	2.493	5.002	2.542
1.494	1.77	1.331	1.831	1.215	1.886	1.142	1.944	1.105	2.003	1.086	2.057	1.086	2.1	1.1	2.123
1.578	1.8	1.457	1.866	1.326	1.925	1.249	1.986	1.217	2.049	1.194	2.106	1.198	2.151	1.215	2.176
1.838	1.839	1.735	1.909	1.562	1.971	1.458	2.035	1.417	2.102	1.383	2.162	1.384	2.21	1.404	2.236
2.745	1.935	2.614	2.01	2.378	2.073	2.151	2.144	2.015	2.218	1.948	2.285	1.924	2.338	1.947	2.367
0	0	0	0	3.658	2.164	3.239	2.241	2.882	2.324	2.739	2.399	2.664	2.457	2.687	2.491
0	0	0	0	0	0	4.736	2.328	4.204	2.423	3.82	2.507	3.677	2.571	3.687	2.61
0	0	0	0	0	0	0	0	6.406	2.54	5.592	2.631	5.245	2.701	5.229	2.745
1.47	1.711	1.325	1.8	1.221	1.884	1.16	1.968	1.134	2.049	1.12	2.114	1.127	2.163	1.147	2.191
1.602	1.758	1.504	1.855	1.376	1.944	1.305	2.033	1.283	2.118	1.263	2.187	1.272	2.238	1.296	2.267
1.977	1.819	1.885	1.923	1.688	2.015	1.577	2.11	1.537	2.199	1.5	2.27	1.503	2.323	1.529	2.352
3.24	1.967	3.006	2.076	2.676	2.17	2.389	2.27	2.226	2.365	2.14	2.44	2.11	2.495	2.138	2.526
0	0	0	0	4.042	2.296	3.52	2.404	3.111	2.506	2.94	2.584	2.854	2.64	2.881	2.673
0	0	0	0	0	0	5.039	2.523	4.445	2.635	4.017	2.715	3.86	2.772	3.873	2.807
0	0	0	0	0	0	0	0	6.647	2.78	5.772	2.856	5.415	2.91	5.401	2.946
