2.097	2.164	1.763	2.151	1.531	2.137	1.359	2.12	1.232	2.101	1.138	2.081	1.071	2.06	1.037	2.043
2.048	2.16	1.749	2.146	1.513	2.131	1.345	2.114	1.225	2.094	1.129	2.073	1.063	2.05	1.028	2.032
2.096	2.155	1.805	2.14	1.55	2.124	1.373	2.106	1.25	2.086	1.15	2.063	1.081	2.039	1.044	2.02
2.323	2.142	2.001	2.127	1.73	2.109	1.512	2.089	1.359	2.066	1.247	2.041	1.166	2.014	1.122	1.992
0	0	0	0	2.051	2.091	1.777	2.068	1.555	2.043	1.42	2.015	1.315	1.984	1.261	1.959
0	0	0	0	0	0	2.181	2.045	1.909	2.016	1.693	1.984	1.558	1.948	1.48	1.917
0	0	0	0	0	0	0	0	2.518	1.985	2.16	1.947	1.948	1.904	1.832	1.866
1.959	2.049	1.65	2.042	1.437	2.035	1.281	2.027	1.167	2.019	1.085	2.012	1.029	2.007	1.006	2.004
1.919	2.046	1.642	2.039	1.426	2.032	1.273	2.024	1.165	2.016	1.083	2.008	1.03	2.002	1.007	2
1.972	2.043	1.703	2.036	1.466	2.028	1.305	2.02	1.196	2.011	1.109	2.004	1.055	1.998	1.033	1.995
2.205	2.037	1.904	2.028	1.652	2.02	1.451	2.011	1.313	2.002	1.218	1.994	1.154	1.988	1.131	1.985
0	0	0	0	1.972	2.01	1.717	2.001	1.515	1.991	1.399	1.983	1.318	1.976	1.293	1.974
0	0	0	0	0	0	2.114	1.99	1.866	1.98	1.678	1.971	1.576	1.964	1.542	1.962
0	0	0	0	0	0	0	0	2.455	1.968	2.14	1.958	1.98	1.952	1.936	1.951
1.883	2.004	1.588	2.002	1.387	2	1.241	1.998	1.137	1.997	1.064	1.997	1.017	1.999	1.001	2
1.848	2.003	1.586	2.001	1.381	1.999	1.239	1.997	1.141	1.996	1.068	1.997	1.024	1.998	1.01	2
1.91	2.002	1.653	2	1.428	1.998	1.277	1.996	1.178	1.995	1.101	1.996	1.057	1.997	1.044	1.999
2.157	2	1.868	1.997	1.626	1.995	1.435	1.993	1.308	1.993	1.222	1.993	1.171	1.995	1.159	1.998
0	0	0	0	1.959	1.992	1.713	1.991	1.522	1.991	1.418	1.992	1.353	1.994	1.342	1.998
0	0	0	0	0	0	2.122	1.989	1.887	1.989	1.713	1.991	1.631	1.994	1.618	1.999
0	0	0	0	0	0	0	0	2.487	1.988	2.194	1.991	2.061	1.996	2.046	2.002
1.791	1.953	1.515	1.959	1.329	1.965	1.198	1.973	1.107	1.981	1.046	1.99	1.011	1.998	1.004	2.004
1.769	1.955	1.524	1.961	1.334	1.968	1.205	1.976	1.121	1.985	1.061	1.994	1.03	2.002	1.025	2.009
1.848	1.957	1.607	1.964	1.394	1.971	1.256	1.979	1.17	1.988	1.106	1.998	1.075	2.007	1.073	2.013
2.135	1.963	1.855	1.97	1.624	1.978	1.442	1.987	1.326	1.997	1.254	2.007	1.217	2.017	1.218	2.025
0	0	0	0	1.994	1.986	1.752	1.996	1.57	2.007	1.48	2.018	1.431	2.029	1.436	2.038
0	0	0	0	0	0	2.198	2.006	1.971	2.018	1.811	2.031	1.747	2.043	1.754	2.053
0	0	0	0	0	0	0	0	2.614	2.031	2.334	2.045	2.226	2.059	2.237	2.071
1.704	1.895	1.447	1.915	1.279	1.935	1.164	1.956	1.089	1.976	1.042	1.994	1.021	2.011	1.024	2.021
1.703	1.903	1.478	1.923	1.303	1.944	1.189	1.966	1.121	1.986	1.074	2.006	1.057	2.022	1.063	2.033
1.821	1.912	1.594	1.933	1.39	1.955	1.264	1.977	1.192	1.998	1.141	2.018	1.124	2.035	1.132	2.046
2.199	1.934	1.917	1.956	1.686	1.979	1.505	2.001	1.397	2.024	1.335	2.044	1.312	2.062	1.325	2.074
0	0	0	0	2.136	2.003	1.881	2.026	1.696	2.05	1.613	2.071	1.576	2.09	1.594	2.102
0	0	0	0	0	0	2.403	2.052	2.165	2.076	2.003	2.099	1.952	2.119	1.973	2.132
0	0	0	0	0	0	0	0	2.897	2.104	2.603	2.127	2.504	2.148	2.533	2.164
