3.907	3.107	2.889	2.984	2.268	2.854	1.846	2.723	1.56	2.596	1.365	2.482	1.245	2.392	1.201	2.347	
3.929	3.077	3.011	2.947	2.297	2.81	1.851	2.672	1.577	2.538	1.356	2.418	1.229	2.323	1.18	2.277	
4.552	3.038	3.537	2.9	2.615	2.755	2.071	2.61	1.762	2.47	1.496	2.344	1.349	2.243	1.292	2.194	
6.45	2.936	4.924	2.783	3.722	2.623	2.827	2.463	2.286	2.308	1.929	2.166	1.701	2.052	1.621	1.998	
0	0	0	0	5.583	2.467	4.16	2.29	3.098	2.117	2.574	1.956	2.209	1.825	2.085	1.762	
0	0	0	0	0	0	6.272	2.096	4.69	1.899	3.57	1.715	2.995	1.56	2.776	1.486	
0	0	0	0	0	0	0	0	7.868	1.657	5.478	1.441	4.328	1.252	3.919	1.159	
3.856	2.653	2.825	2.56	2.2	2.462	1.773	2.363	1.482	2.268	1.274	2.184	1.13	2.118	1.061	2.097	
3.9	2.624	2.969	2.525	2.243	2.421	1.792	2.317	1.514	2.218	1.279	2.129	1.131	2.061	1.058	2.04	
4.581	2.585	3.535	2.48	2.584	2.371	2.028	2.263	1.713	2.159	1.429	2.067	1.258	1.997	1.172	1.977	
6.573	2.492	4.971	2.374	3.729	2.254	2.802	2.137	2.243	2.024	1.866	1.925	1.602	1.85	1.483	1.833	
0	0	0	0	5.611	2.121	4.13	1.995	3.04	1.874	2.497	1.768	2.08	1.687	1.907	1.677	
0	0	0	0	0	0	6.177	1.845	4.572	1.713	3.434	1.6	2.815	1.516	2.527	1.517	
0	0	0	0	0	0	0	0	7.526	1.55	5.182	1.429	4.022	1.341	3.531	1.362	
3.807	2.356	2.762	2.286	2.134	2.213	1.707	2.142	1.418	2.08	1.212	2.033	1.073	2.012	1.024	2.034	
3.881	2.332	2.934	2.257	2.196	2.18	1.743	2.107	1.468	2.042	1.234	1.994	1.094	1.975	1.044	2	
4.624	2.3	3.541	2.221	2.561	2.141	1.996	2.065	1.682	1.999	1.396	1.951	1.234	1.933	1.174	1.963	
6.723	2.226	5.036	2.138	3.748	2.051	2.793	1.971	2.226	1.903	1.849	1.856	1.593	1.842	1.512	1.885	
0	0	0	0	5.667	1.951	4.132	1.87	3.025	1.802	2.485	1.757	2.082	1.751	1.966	1.811	
0	0	0	0	0	0	6.151	1.769	4.534	1.701	3.408	1.662	2.825	1.669	2.626	1.753	
0	0	0	0	0	0	0	0	7.371	1.612	5.093	1.582	4.021	1.606	3.682	1.727	
3.733	1.943	2.663	1.915	2.034	1.889	1.612	1.874	1.336	1.875	1.148	1.899	1.036	1.958	1.029	2.039	
3.873	1.933	2.892	1.903	2.134	1.877	1.682	1.863	1.421	1.865	1.203	1.892	1.094	1.956	1.088	2.044	
4.741	1.92	3.579	1.888	2.546	1.862	1.969	1.849	1.662	1.853	1.389	1.885	1.257	1.954	1.246	2.049	
7.048	1.891	5.189	1.856	3.817	1.829	2.813	1.82	2.236	1.83	1.872	1.872	1.65	1.956	1.629	2.068	
0	0	0	0	5.813	1.796	4.184	1.793	3.052	1.813	2.529	1.868	2.171	1.971	2.132	2.105	
0	0	0	0	0	0	6.188	1.778	4.55	1.81	3.452	1.883	2.94	2.009	2.844	2.172	
0	0	0	0	0	0	0	0	7.272	1.832	5.09	1.927	4.144	2.082	3.955	2.284	
3.638	1.408	2.54	1.468	1.923	1.536	1.523	1.622	1.281	1.731	1.133	1.866	1.071	2.029	1.116	2.173	
3.92	1.431	2.886	1.493	2.099	1.564	1.656	1.654	1.424	1.767	1.238	1.908	1.177	2.078	1.224	2.227	
5.018	1.458	3.712	1.522	2.588	1.596	1.994	1.689	1.703	1.807	1.455	1.954	1.369	2.13	1.409	2.286	
7.689	1.526	5.513	1.59	3.991	1.667	2.909	1.768	2.32	1.896	1.978	2.055	1.8	2.247	1.833	2.418	
0	0	0	0	6.121	1.743	4.337	1.855	3.166	1.996	2.66	2.171	2.353	2.381	2.374	2.571	
0	0	0	0	0	0	6.348	1.959	4.668	2.115	3.593	2.31	3.146	2.542	3.119	2.754	
0	0	0	0	0	0	0	0	7.304	2.266	5.202	2.482	4.354	2.74	4.253	2.982	
																
																
																
																
																
																
																
																
																
																
																
