3.364	2.788	2.561	2.727	2.055	2.643	1.702	2.551	1.462	2.456	1.291	2.366	1.183	2.291	1.143	2.252
3.535	2.79	2.79	2.721	2.173	2.628	1.784	2.527	1.546	2.425	1.34	2.328	1.223	2.247	1.176	2.205
4.379	2.788	3.477	2.71	2.621	2.607	2.113	2.496	1.829	2.385	1.566	2.28	1.423	2.192	1.365	2.147
6.7	2.766	5.192	2.663	4.036	2.534	3.102	2.402	2.541	2.272	2.17	2.149	1.928	2.045	1.84	1.993
0	0	0	0	6.388	2.412	4.78	2.261	3.6	2.111	3.027	1.966	2.615	1.843	2.475	1.781
0	0	0	0	0	0	7.435	2.082	5.633	1.911	4.311	1.741	3.65	1.592	3.389	1.515
0	0	0	0	0	0	0	0	9.697	1.695	6.778	1.49	5.404	1.303	4.902	1.202
3.297	2.36	2.488	2.328	1.98	2.274	1.624	2.211	1.381	2.147	1.201	2.087	1.078	2.043	1.03	2.047
3.502	2.365	2.746	2.327	2.115	2.264	1.721	2.195	1.481	2.125	1.264	2.06	1.134	2.014	1.08	2.019
4.421	2.368	3.479	2.321	2.589	2.25	2.066	2.173	1.776	2.097	1.496	2.027	1.336	1.977	1.269	1.985
6.838	2.36	5.232	2.288	4.029	2.195	3.057	2.103	2.476	2.015	2.086	1.935	1.812	1.879	1.713	1.894
0	0	0	0	6.368	2.096	4.694	1.993	3.486	1.894	2.896	1.806	2.439	1.746	2.286	1.773
0	0	0	0	0	0	7.209	1.859	5.39	1.752	4.064	1.657	3.376	1.595	3.105	1.643
0	0	0	0	0	0	0	0	9.063	1.614	6.251	1.511	4.912	1.448	4.434	1.53
3.24	2.087	2.423	2.077	1.914	2.046	1.559	2.011	1.32	1.98	1.146	1.96	1.035	1.969	1.017	2.025
3.485	2.1	2.712	2.085	2.07	2.048	1.675	2.009	1.44	1.975	1.227	1.953	1.113	1.963	1.093	2.025
4.478	2.113	3.489	2.091	2.568	2.047	2.035	2.002	1.746	1.965	1.468	1.942	1.326	1.954	1.297	2.023
6.999	2.129	5.289	2.087	4.038	2.024	3.034	1.969	2.446	1.926	2.061	1.902	1.808	1.921	1.765	2.007
0	0	0	0	6.388	1.961	4.657	1.901	3.437	1.858	2.859	1.837	2.436	1.867	2.369	1.98
0	0	0	0	0	0	7.1	1.818	5.282	1.779	3.988	1.767	3.37	1.816	3.231	1.967
0	0	0	0	0	0	0	0	8.757	1.721	6.068	1.72	4.877	1.795	4.62	2.002
3.163	1.716	2.331	1.748	1.824	1.763	1.478	1.783	1.256	1.818	1.105	1.875	1.032	1.975	1.061	2.094
3.487	1.748	2.682	1.777	2.02	1.79	1.628	1.808	1.409	1.844	1.218	1.904	1.145	2.011	1.178	2.138
4.619	1.784	3.539	1.809	2.561	1.816	2.016	1.833	1.737	1.869	1.477	1.933	1.378	2.047	1.406	2.185
7.331	1.853	5.424	1.859	4.088	1.853	3.036	1.868	2.444	1.908	2.084	1.981	1.883	2.115	1.913	2.276
0	0	0	0	6.473	1.855	4.652	1.875	3.424	1.927	2.882	2.017	2.532	2.176	2.56	2.37
0	0	0	0	0	0	7.025	1.881	5.215	1.952	3.989	2.065	3.486	2.26	3.473	2.496
0	0	0	0	0	0	0	0	8.492	2.014	5.983	2.155	4.991	2.394	4.915	2.687
3.094	1.265	2.245	1.381	1.753	1.486	1.43	1.607	1.246	1.755	1.14	1.934	1.125	2.152	1.21	2.335
3.569	1.331	2.709	1.448	2.019	1.553	1.636	1.677	1.45	1.829	1.298	2.013	1.283	2.24	1.371	2.431
4.931	1.41	3.689	1.523	2.622	1.626	2.062	1.75	1.803	1.906	1.578	2.097	1.537	2.333	1.622	2.534
7.927	1.573	5.699	1.668	4.23	1.76	3.113	1.887	2.522	2.053	2.202	2.259	2.064	2.516	2.156	2.738
0	0	0	0	6.685	1.862	4.738	2.002	3.502	2.186	3.007	2.414	2.736	2.7	2.83	2.948
0	0	0	0	0	0	7.055	2.127	5.257	2.337	4.105	2.594	3.705	2.915	3.768	3.197
0	0	0	0	0	0	0	0	8.379	2.538	6.045	2.825	5.207	3.189	5.22	3.515
