2.537	2.362	2.049	2.335	1.725	2.303	1.492	2.266	1.325	2.226	1.202	2.184	1.116	2.142	1.075	2.114
2.486	2.353	2.051	2.324	1.714	2.291	1.481	2.252	1.322	2.21	1.193	2.166	1.106	2.121	1.063	2.091
2.613	2.342	2.181	2.312	1.798	2.277	1.543	2.236	1.376	2.192	1.236	2.145	1.142	2.098	1.094	2.066
3.101	2.316	2.583	2.284	2.15	2.244	1.805	2.199	1.573	2.15	1.406	2.097	1.284	2.043	1.223	2.006
0	0	0	0	2.751	2.206	2.28	2.155	1.905	2.099	1.687	2.039	1.517	1.976	1.435	1.932
0	0	0	0	0	0	3.005	2.1	2.511	2.037	2.125	1.967	1.888	1.893	1.761	1.84
0	0	0	0	0	0	0	0	3.597	1.964	2.897	1.882	2.493	1.791	2.285	1.724
2.39	2.142	1.924	2.124	1.616	2.104	1.396	2.082	1.239	2.06	1.125	2.039	1.047	2.022	1.012	2.015
2.349	2.136	1.935	2.117	1.613	2.096	1.393	2.073	1.244	2.05	1.125	2.027	1.048	2.01	1.014	2.003
2.49	2.129	2.074	2.109	1.704	2.087	1.461	2.063	1.305	2.038	1.175	2.015	1.093	1.997	1.057	1.989
2.996	2.111	2.487	2.088	2.064	2.064	1.73	2.038	1.508	2.011	1.354	1.986	1.248	1.966	1.206	1.959
0	0	0	0	2.663	2.038	2.201	2.009	1.84	1.98	1.638	1.953	1.491	1.932	1.438	1.925
0	0	0	0	0	0	2.904	1.977	2.428	1.945	2.068	1.916	1.868	1.894	1.79	1.889
0	0	0	0	0	0	0	0	3.452	1.907	2.804	1.876	2.467	1.853	2.348	1.85
2.306	2.042	1.853	2.033	1.556	2.023	1.346	2.013	1.198	2.005	1.094	1.999	1.026	1.999	1.003	2.003
2.276	2.039	1.874	2.029	1.561	2.019	1.351	2.008	1.211	2	1.103	1.994	1.038	1.994	1.016	1.998
2.433	2.035	2.025	2.024	1.661	2.013	1.427	2.003	1.28	1.994	1.161	1.989	1.092	1.989	1.07	1.994
2.97	2.025	2.459	2.014	2.04	2.002	1.711	1.99	1.498	1.981	1.356	1.976	1.265	1.977	1.241	1.984
0	0	0	0	2.656	1.988	2.194	1.977	1.842	1.967	1.654	1.963	1.528	1.966	1.498	1.976
0	0	0	0	0	0	2.904	1.962	2.438	1.954	2.097	1.951	1.925	1.956	1.88	1.97
0	0	0	0	0	0	0	0	3.456	1.941	2.839	1.941	2.545	1.95	2.476	1.969
2.205	1.922	1.767	1.929	1.486	1.936	1.29	1.946	1.157	1.959	1.067	1.975	1.016	1.994	1.007	2.009
2.195	1.924	1.807	1.931	1.506	1.939	1.309	1.949	1.185	1.963	1.091	1.98	1.044	2	1.037	2.016
2.385	1.927	1.984	1.934	1.626	1.942	1.402	1.953	1.27	1.968	1.165	1.986	1.115	2.007	1.109	2.024
2.99	1.934	2.467	1.941	2.046	1.95	1.719	1.962	1.517	1.978	1.39	1.999	1.319	2.022	1.314	2.042
0	0	0	0	2.704	1.959	2.235	1.973	1.889	1.991	1.717	2.014	1.614	2.041	1.608	2.065
0	0	0	0	0	0	2.973	1.986	2.512	2.007	2.189	2.034	2.045	2.065	2.031	2.093
0	0	0	0	0	0	0	0	3.548	2.028	2.957	2.06	2.702	2.097	2.676	2.13
2.102	1.779	1.682	1.815	1.419	1.853	1.243	1.893	1.13	1.936	1.061	1.979	1.03	2.02	1.037	2.047
2.131	1.793	1.757	1.83	1.467	1.869	1.287	1.911	1.183	1.955	1.108	2	1.081	2.042	1.091	2.07
2.39	1.809	1.985	1.848	1.625	1.888	1.411	1.931	1.295	1.977	1.207	2.023	1.176	2.066	1.187	2.095
3.124	1.848	2.558	1.888	2.12	1.93	1.786	1.975	1.59	2.023	1.477	2.072	1.425	2.118	1.438	2.149
0	0	0	0	2.861	1.973	2.361	2.021	2.009	2.073	1.848	2.124	1.762	2.173	1.762	2.173
0	0	0	0	0	0	3.158	2.071	2.684	2.125	2.363	2.18	2.239	2.233	2.248	2.271
0	0	0	0	0	0	0	0	3.771	2.184	3.179	2.242	2.946	2.298	2.948	2.341
