2.276	2.118	1.911	2.11	1.651	2.1	1.457	2.09	1.311	2.078	1.198	2.065	1.115	2.051	1.066	2.038
2.207	2.115	1.877	2.107	1.616	2.097	1.427	2.086	1.289	2.074	1.177	2.06	1.095	2.045	1.046	2.031
2.222	2.112	1.903	2.103	1.628	2.093	1.433	2.081	1.294	2.068	1.18	2.054	1.097	2.039	1.047	2.024
2.371	2.104	2.029	2.094	1.743	2.083	1.516	2.071	1.354	2.057	1.232	2.041	1.14	2.024	1.083	2.008
0	0	0	0	1.97	2.072	1.698	2.058	1.481	2.043	1.341	2.026	1.231	2.007	1.164	1.988
0	0	0	0	0	0	1.983	2.044	1.724	2.027	1.522	2.009	1.387	1.987	1.3	1.965
0	0	0	0	0	0	0	0	2.143	2.01	1.831	1.989	1.639	1.963	1.517	1.938
2.094	2.057	1.796	2.051	1.537	2.044	1.364	2.038	1.234	2.03	1.135	2.023	1.064	2.015	1.027	2.01
2.036	2.055	1.742	2.049	1.51	2.042	1.341	2.035	1.217	2.027	1.119	2.019	1.051	2.012	1.015	2.007
2.053	2.052	1.768	2.046	1.523	2.039	1.349	2.031	1.225	2.024	1.126	2.016	1.057	2.008	1.021	2.003
2.189	2.047	1.885	2.04	1.632	2.032	1.429	2.024	1.285	2.016	1.179	2.007	1.103	1.999	1.067	1.993
0	0	0	0	1.839	2.024	1.598	2.016	1.406	2.007	1.285	1.998	1.196	1.989	1.156	1.983
0	0	0	0	0	0	1.856	2.007	1.629	1.997	1.455	1.987	1.349	1.977	1.302	1.971
0	0	0	0	0	0	0	0	2.005	1.986	1.741	1.976	1.591	1.965	1.531	1.958
1.962	2.033	1.666	2.029	1.457	2.024	1.3	2.02	1.184	2.015	1.097	2.01	1.038	2.006	1.012	2.004
1.91	2.031	1.644	2.027	1.434	2.022	1.282	2.018	1.172	2.013	1.087	2.008	1.031	2.004	1.006	2.002
1.93	2.03	1.671	2.025	1.449	2.02	1.293	2.015	1.183	2.01	1.097	2.006	1.041	2.001	1.017	1.999
2.06	2.025	1.784	2.02	1.556	2.015	1.374	2.01	1.246	2.005	1.155	2	1.095	1.996	1.072	1.993
0	0	0	0	1.752	2.01	1.536	2.005	1.366	1.999	1.263	1.994	1.194	1.99	1.171	1.987
0	0	0	0	0	0	1.779	1.999	1.581	1.993	1.433	1.988	1.352	1.983	1.327	1.98
0	0	0	0	0	0	0	0	1.935	1.987	1.712	1.981	1.598	1.976	1.571	1.974
1.797	2.011	1.54	2.009	1.359	2.007	1.226	2.005	1.13	2.004	1.061	2.002	1.018	2.001	1.002	2.001
1.756	2.01	1.524	2.008	1.344	2.006	1.215	2.004	1.125	2.003	1.058	2.001	1.018	2	1.004	2
1.78	2.009	1.556	2.007	1.364	2.005	1.231	2.003	1.142	2.001	1.074	2	1.035	1.999	1.022	1.999
1.911	2.007	1.671	2.005	1.473	2.003	1.318	2.001	1.213	1.999	1.143	1.998	1.102	1.997	1.092	1.996
0	0	0	0	1.664	2	1.479	1.999	1.339	1.997	1.26	1.995	1.213	1.995	1.206	1.994
0	0	0	0	0	0	1.716	1.996	1.553	1.995	1.437	1.993	1.384	1.992	1.379	1.992
0	0	0	0	0	0	0	0	1.895	1.992	1.719	1.991	1.644	1.991	1.642	1.991
1.653	1.992	1.429	1.993	1.276	1.994	1.166	1.995	1.09	1.997	1.038	1.998	1.009	2	1.002	2
1.624	1.992	1.425	1.993	1.271	1.994	1.165	1.996	1.095	1.997	1.045	1.999	1.019	2	1.014	2.001
1.66	1.992	1.467	1.993	1.301	1.995	1.191	1.996	1.121	1.998	1.071	1.999	1.047	2.001	1.043	2.002
1.813	1.993	1.602	1.994	1.43	1.996	1.298	1.997	1.213	1.999	1.161	2	1.135	2.002	1.135	2.003
0	0	0	0	1.64	1.997	1.478	1.999	1.359	2	1.299	2.002	1.27	2.004	1.273	2.006
0	0	0	0	0	0	1.734	2	1.594	2.002	1.501	2.004	1.467	2.006	1.474	2.008
0	0	0	0	0	0	0	0	1.96	2.004	1.81	2.007	1.759	2.009	1.772	2.011
