1.906	2.121	1.623	2.113	1.426	2.103	1.281	2.09	1.175	2.075	1.097	2.058	1.044	2.039	1.018	2.025
1.874	2.12	1.621	2.111	1.421	2.1	1.278	2.086	1.178	2.07	1.099	2.051	1.046	2.032	1.019	2.017
1.935	2.117	1.689	2.108	1.469	2.095	1.318	2.081	1.216	2.064	1.132	2.044	1.077	2.023	1.048	2.007
2.183	2.11	1.91	2.099	1.678	2.085	1.488	2.068	1.357	2.048	1.263	2.026	1.195	2.001	1.159	1.982
0	0	0	0	2.039	2.07	1.797	2.051	1.599	2.028	1.484	2.002	1.394	1.974	1.348	1.951
0	0	0	0	0	0	2.272	2.031	2.03	2.004	1.834	1.973	1.715	1.939	1.648	1.911
0	0	0	0	0	0	0	0	2.777	1.974	2.437	1.937	2.244	1.895	2.138	1.859
1.791	1.996	1.525	1.996	1.343	1.996	1.212	1.995	1.119	1.994	1.053	1.995	1.014	1.997	1	2
1.766	1.996	1.531	1.996	1.345	1.996	1.216	1.995	1.129	1.994	1.064	1.995	1.026	1.998	1.014	2.001
1.836	1.997	1.607	1.997	1.401	1.996	1.264	1.995	1.176	1.994	1.106	1.995	1.068	1.998	1.057	2.001
2.107	1.998	1.848	1.997	1.629	1.995	1.451	1.994	1.334	1.993	1.257	1.994	1.211	1.998	1.201	2.002
0	0	0	0	2.013	1.994	1.78	1.992	1.597	1.992	1.501	1.993	1.44	1.998	1.432	2.004
0	0	0	0	0	0	2.277	1.99	2.049	1.99	1.877	1.992	1.798	1.998	1.787	2.006
0	0	0	0	0	0	0	0	2.815	1.989	2.506	1.992	2.37	2	2.357	2.012
1.734	1.946	1.479	1.953	1.306	1.96	1.184	1.968	1.099	1.977	1.043	1.987	1.011	1.998	1.004	2.005
1.717	1.949	1.492	1.956	1.315	1.964	1.195	1.972	1.117	1.982	1.061	1.992	1.032	2.003	1.028	2.011
1.8	1.952	1.58	1.96	1.382	1.968	1.252	1.976	1.174	1.986	1.113	1.997	1.085	2.009	1.082	2.017
2.104	1.961	1.851	1.968	1.637	1.976	1.465	1.986	1.356	1.997	1.288	2.009	1.253	2.022	1.254	2.032
0	0	0	0	2.059	1.985	1.827	1.996	1.648	2.008	1.562	2.022	1.513	2.037	1.518	2.049
0	0	0	0	0	0	2.365	2.007	2.139	2.021	1.974	2.037	1.91	2.055	1.917	2.069
0	0	0	0	0	0	0	0	2.955	2.037	2.649	2.056	2.53	2.077	2.543	2.095
1.668	1.887	1.427	1.907	1.267	1.927	1.157	1.948	1.085	1.97	1.039	1.991	1.018	2.01	1.019	2.021
1.666	1.895	1.456	1.915	1.29	1.936	1.183	1.959	1.117	1.981	1.072	2.003	1.054	2.023	1.059	2.035
1.779	1.904	1.571	1.926	1.38	1.948	1.26	1.971	1.193	1.994	1.143	2.017	1.126	2.038	1.133	2.051
2.158	1.927	1.908	1.949	1.696	1.973	1.525	1.998	1.422	2.023	1.363	2.048	1.339	2.07	1.352	2.085
0	0	0	0	2.2	1.999	1.955	2.026	1.771	2.054	1.69	2.081	1.652	2.105	1.671	2.122
0	0	0	0	0	0	2.576	2.056	2.336	2.086	2.165	2.116	2.111	2.143	2.135	2.162
0	0	0	0	0	0	0	0	3.252	2.122	2.923	2.155	2.81	2.184	2.843	2.207
1.603	1.822	1.382	1.863	1.239	1.903	1.144	1.942	1.086	1.98	1.053	2.013	1.043	2.041	1.055	2.058
1.633	1.839	1.443	1.882	1.29	1.924	1.195	1.965	1.144	2.004	1.11	2.038	1.104	2.067	1.12	2.084
1.805	1.861	1.61	1.906	1.422	1.949	1.31	1.991	1.254	2.031	1.213	2.066	1.207	2.095	1.225	2.113
2.334	1.911	2.071	1.958	1.848	2.002	1.663	2.046	1.558	2.088	1.503	2.124	1.486	2.155	1.51	2.174
0	0	0	0	2.487	2.054	2.201	2.1	1.991	2.143	1.904	2.181	1.869	2.213	1.899	2.233
0	0	0	0	0	0	2.946	2.152	2.661	2.197	2.462	2.236	2.406	2.269	2.441	2.291
0	0	0	0	0	0	0	0	3.715	2.251	3.324	2.291	3.197	2.325	3.243	2.35
