3.291	2.759	2.525	2.69	2.042	2.612	1.705	2.529	1.47	2.444	1.303	2.362	1.194	2.291	1.149	2.252	
3.265	2.741	2.581	2.667	2.049	2.585	1.702	2.497	1.476	2.408	1.294	2.321	1.18	2.246	1.132	2.205	
3.616	2.717	2.897	2.639	2.245	2.553	1.84	2.46	1.594	2.366	1.384	2.274	1.256	2.194	1.2	2.151	
4.763	2.657	3.772	2.57	2.968	2.474	2.35	2.371	1.958	2.265	1.689	2.162	1.504	2.071	1.428	2.021	
0	0	0	0	4.181	2.38	3.253	2.265	2.54	2.146	2.162	2.028	1.882	1.922	1.771	1.863	
0	0	0	0	0	0	4.659	2.14	3.646	2.005	2.896	1.869	2.476	1.743	2.287	1.671	
0	0	0	0	0	0	0	0	5.757	1.842	4.255	1.682	3.469	1.529	3.133	1.437	
3.18	2.397	2.421	2.346	1.944	2.289	1.611	2.229	1.378	2.169	1.208	2.114	1.091	2.07	1.036	2.054	
3.171	2.381	2.491	2.326	1.961	2.266	1.618	2.203	1.395	2.14	1.211	2.082	1.092	2.037	1.035	2.021	
3.555	2.36	2.828	2.302	2.17	2.239	1.766	2.173	1.522	2.107	1.308	2.046	1.175	1.999	1.111	1.983	
4.752	2.309	3.729	2.244	2.911	2.173	2.285	2.101	1.891	2.029	1.619	1.963	1.427	1.912	1.344	1.898	
0	0	0	0	4.128	2.097	3.178	2.018	2.462	1.94	2.084	1.869	1.797	1.814	1.681	1.802	
0	0	0	0	0	0	4.535	1.927	3.522	1.841	2.781	1.764	2.367	1.707	2.184	1.699	
0	0	0	0	0	0	0	0	5.481	1.736	4.033	1.654	3.292	1.594	2.992	1.596	
3.108	2.19	2.348	2.155	1.875	2.116	1.546	2.077	1.319	2.042	1.157	2.015	1.05	2.005	1.012	2.016	
3.117	2.179	2.436	2.14	1.905	2.099	1.565	2.059	1.35	2.022	1.173	1.995	1.066	1.986	1.028	1.998	
3.538	2.163	2.798	2.122	2.13	2.079	1.726	2.037	1.488	2	1.281	1.973	1.162	1.964	1.12	1.978	
4.799	2.126	3.736	2.08	2.899	2.033	2.263	1.988	1.871	1.949	1.608	1.922	1.433	1.916	1.38	1.936	
0	0	0	0	4.139	1.98	3.167	1.934	2.449	1.894	2.084	1.868	1.82	1.866	1.748	1.895	
0	0	0	0	0	0	4.513	1.877	3.501	1.837	2.78	1.815	2.407	1.82	2.288	1.861	
0	0	0	0	0	0	0	0	5.401	1.785	4.006	1.769	3.34	1.784	3.143	1.843	
3.015	1.919	2.252	1.913	1.785	1.907	1.466	1.908	1.254	1.917	1.11	1.94	1.027	1.978	1.016	2.021	
3.065	1.917	2.375	1.91	1.841	1.905	1.509	1.906	1.309	1.916	1.15	1.941	1.069	1.982	1.061	2.028	
3.561	1.915	2.787	1.907	2.099	1.901	1.695	1.903	1.47	1.915	1.279	1.942	1.187	1.987	1.177	2.036	
4.952	1.909	3.803	1.899	2.928	1.893	2.273	1.897	1.884	1.913	1.639	1.946	1.494	1.998	1.479	2.056	
0	0	0	0	4.226	1.885	3.208	1.892	2.486	1.914	2.14	1.954	1.915	2.018	1.891	2.086	
0	0	0	0	0	0	4.562	1.894	3.547	1.922	2.853	1.974	2.533	2.05	2.478	2.133	
0	0	0	0	0	0	0	0	5.406	1.946	4.071	2.01	3.489	2.103	3.383	2.206	
2.917	1.579	2.146	1.632	1.693	1.69	1.395	1.759	1.211	1.839	1.098	1.931	1.051	2.03	1.073	2.107	
3.049	1.599	2.34	1.654	1.799	1.715	1.481	1.786	1.307	1.869	1.175	1.964	1.13	2.067	1.155	2.147	
3.685	1.623	2.844	1.68	2.114	1.743	1.71	1.816	1.503	1.902	1.336	2.001	1.277	2.108	1.3	2.19	
5.306	1.682	3.966	1.739	3.048	1.804	2.355	1.882	1.967	1.975	1.741	2.081	1.629	2.196	1.65	2.286	
0	0	0	0	4.453	1.869	3.352	1.954	2.61	2.054	2.281	2.17	2.09	2.295	2.104	2.394	
0	0	0	0	0	0	4.743	2.035	3.702	2.145	3.022	2.272	2.744	2.408	2.732	2.519	
0	0	0	0	0	0	0	0	5.552	2.255	4.252	2.393	3.726	2.544	3.674	2.669	
																
																
																
																
																
																
																
																
																
																
																
