2.88	2.554	2.262	2.518	1.863	2.466	1.58	2.404	1.382	2.338	1.238	2.272	1.142	2.213	1.102	2.18	
2.935	2.551	2.378	2.511	1.922	2.454	1.623	2.387	1.43	2.316	1.265	2.244	1.164	2.181	1.118	2.145	
3.394	2.546	2.778	2.501	2.191	2.438	1.825	2.365	1.606	2.288	1.407	2.21	1.288	2.142	1.234	2.104	
4.771	2.528	3.852	2.469	3.103	2.392	2.489	2.305	2.101	2.214	1.832	2.123	1.646	2.043	1.569	1.997	
0	0	0	0	4.615	2.318	3.622	2.216	2.86	2.11	2.463	2.004	2.163	1.908	2.043	1.852	
0	0	0	0	0	0	5.39	2.1	4.272	1.977	3.419	1.851	2.954	1.735	2.74	1.665	
0	0	0	0	0	0	0	0	6.987	1.824	5.196	1.673	4.282	1.528	3.884	1.436	
2.768	2.206	2.157	2.19	1.765	2.159	1.486	2.121	1.291	2.081	1.148	2.044	1.05	2.019	1.014	2.022	
2.845	2.208	2.292	2.188	1.837	2.153	1.541	2.112	1.352	2.068	1.187	2.028	1.087	2.001	1.048	2.005	
3.349	2.208	2.721	2.184	2.123	2.144	1.756	2.099	1.538	2.052	1.338	2.009	1.22	1.98	1.174	1.985	
4.796	2.202	3.828	2.166	3.057	2.115	2.427	2.06	2.034	2.005	1.765	1.956	1.577	1.924	1.514	1.933	
0	0	0	0	4.568	2.062	3.54	1.999	2.77	1.937	2.374	1.882	2.074	1.849	1.98	1.865	
0	0	0	0	0	0	5.23	1.921	4.108	1.853	3.267	1.794	2.823	1.76	2.661	1.788	
0	0	0	0	0	0	0	0	6.591	1.767	4.877	1.703	4.039	1.671	3.759	1.719	
2.695	2.007	2.087	2.007	1.699	1.996	1.429	1.981	1.24	1.969	1.106	1.965	1.024	1.98	1.009	2.013	
2.798	2.015	2.243	2.013	1.787	1.999	1.495	1.982	1.315	1.969	1.161	1.964	1.079	1.98	1.064	2.016	
3.351	2.023	2.704	2.018	2.093	2	1.725	1.981	1.515	1.967	1.324	1.962	1.227	1.98	1.208	2.019	
4.877	2.036	3.854	2.021	3.058	1.994	2.414	1.97	2.023	1.953	1.766	1.949	1.604	1.972	1.579	2.021	
0	0	0	0	4.592	1.969	3.532	1.942	2.76	1.925	2.382	1.924	2.118	1.955	2.08	2.019	
0	0	0	0	0	0	5.197	1.905	4.077	1.891	3.266	1.896	2.884	1.94	2.804	2.024	
0	0	0	0	0	0	0	0	6.467	1.867	4.83	1.881	4.103	1.944	3.957	2.058	
2.606	1.75	1.999	1.782	1.621	1.808	1.36	1.837	1.191	1.875	1.08	1.927	1.028	1.998	1.042	2.064	
2.761	1.771	2.198	1.804	1.739	1.829	1.457	1.858	1.294	1.898	1.163	1.953	1.113	2.028	1.13	2.098	
3.409	1.796	2.72	1.828	2.084	1.851	1.715	1.881	1.519	1.922	1.349	1.98	1.286	2.06	1.302	2.135	
5.085	1.849	3.952	1.873	3.112	1.891	2.442	1.921	2.055	1.967	1.822	2.032	1.699	2.124	1.716	2.211	
0	0	0	0	4.702	1.916	3.584	1.95	2.808	2.004	2.459	2.08	2.246	2.188	2.262	2.291	
0	0	0	0	0	0	5.241	1.979	4.123	2.045	3.353	2.137	3.043	2.266	3.034	2.391	
0	0	0	0	0	0	0	0	6.437	2.109	4.892	2.22	4.281	2.374	4.233	2.528	
2.524	1.441	1.919	1.539	1.557	1.633	1.32	1.736	1.183	1.854	1.107	1.983	1.094	2.12	1.141	2.22	
2.777	1.49	2.197	1.59	1.731	1.686	1.463	1.793	1.33	1.914	1.229	2.048	1.218	2.19	1.269	2.293	
3.59	1.548	2.82	1.649	2.138	1.746	1.766	1.854	1.59	1.979	1.447	2.117	1.421	2.264	1.47	2.372	
5.505	1.676	4.182	1.77	3.265	1.863	2.552	1.974	2.167	2.106	1.96	2.254	1.875	2.413	1.927	2.532	
0	0	0	0	4.952	1.964	3.742	2.084	2.951	2.228	2.627	2.389	2.456	2.563	2.509	2.694	
0	0	0	0	0	0	5.416	2.2	4.283	2.36	3.541	2.538	3.282	2.731	3.314	2.878	
0	0	0	0	0	0	0	0	6.56	2.521	5.079	2.717	4.537	2.93	4.537	3.099	
																
																
																
																
																
																
																
																
																
																
																
