2.152	2.214	1.782	2.21	1.535	2.196	1.356	2.174	1.228	2.146	1.131	2.113	1.063	2.078	1.031	2.057	
2.164	2.216	1.841	2.211	1.573	2.196	1.39	2.171	1.267	2.14	1.161	2.104	1.089	2.066	1.053	2.043	
2.38	2.218	2.053	2.213	1.731	2.194	1.519	2.166	1.385	2.133	1.261	2.093	1.181	2.051	1.138	2.025	
3.105	2.223	2.683	2.212	2.306	2.186	1.975	2.15	1.753	2.109	1.592	2.061	1.47	2.01	1.412	1.979	
0	0	0	0	3.269	2.165	2.76	2.12	2.341	2.069	2.106	2.01	1.913	1.948	1.826	1.909	
0	0	0	0	0	0	3.978	2.069	3.385	2.009	2.892	1.937	2.599	1.859	2.444	1.811	
0	0	0	0	0	0	0	0	5.308	1.933	4.301	1.843	3.739	1.744	3.457	1.68	
2.027	1.989	1.674	1.998	1.439	1.999	1.27	1.996	1.152	1.992	1.068	1.989	1.016	1.992	1.004	2.004	
2.056	1.996	1.747	2.005	1.489	2.005	1.316	2.001	1.204	1.996	1.11	1.992	1.059	1.996	1.047	2.009	
2.301	2.006	1.981	2.013	1.664	2.011	1.459	2.006	1.334	2	1.223	1.995	1.166	1.999	1.153	2.014	
3.09	2.024	2.656	2.026	2.271	2.02	1.937	2.011	1.72	2.002	1.574	1.996	1.482	2.001	1.466	2.02	
0	0	0	0	3.262	2.017	2.732	2.005	2.311	1.994	2.094	1.987	1.943	1.994	1.92	2.019	
0	0	0	0	0	0	3.929	1.99	3.33	1.977	2.864	1.971	2.64	1.982	2.592	2.017	
0	0	0	0	0	0	0	0	5.412	1.961	4.198	1.955	3.762	1.974	3.673	2.024	
1.959	1.88	1.617	1.901	1.391	1.917	1.232	1.932	1.125	1.949	1.053	1.971	1.017	1.999	1.017	2.024	
2.005	1.892	1.706	1.914	1.454	1.93	1.29	1.945	1.189	1.963	1.109	1.985	1.075	2.016	1.078	2.043	
2.283	1.908	1.965	1.93	1.648	1.945	1.448	1.96	1.334	1.978	1.238	2.002	1.199	2.034	1.203	2.064	
3.145	1.942	2.692	1.96	2.297	1.973	1.957	1.987	1.746	2.006	1.616	2.033	1.547	2.071	1.552	2.106	
0	0	0	0	3.331	1.991	2.779	2.006	2.358	2.028	2.159	2.06	2.04	2.106	2.045	2.149	
0	0	0	0	0	0	3.992	2.021	3.392	2.048	2.948	2.087	2.768	2.145	2.761	2.199	
0	0	0	0	0	0	0	0	5.188	2.077	4.285	2.126	3.918	2.198	3.891	2.27	
1.885	1.751	1.557	1.796	1.345	1.838	1.2	1.883	1.111	1.932	1.057	1.986	1.04	2.04	1.054	2.077	
1.965	1.773	1.676	1.821	1.432	1.865	1.28	1.911	1.197	1.964	1.136	2.02	1.123	2.077	1.141	2.116	
2.308	1.802	1.986	1.85	1.662	1.895	1.469	1.943	1.371	1.998	1.292	2.057	1.274	2.118	1.293	2.16	
3.311	1.865	2.809	1.913	2.391	1.958	2.036	2.009	1.831	2.069	1.717	2.135	1.67	2.203	1.694	2.251	
0	0	0	0	3.509	2.012	2.913	2.068	2.483	2.135	2.3	2.21	2.205	2.288	2.232	2.344	
0	0	0	0	0	0	4.171	2.128	3.557	2.205	3.124	2.291	2.975	2.381	2.994	2.447	
0	0	0	0	0	0	0	0	5.37	2.29	4.487	2.389	4.159	2.493	4.166	2.572	
1.822	1.605	1.511	1.693	1.318	1.78	1.194	1.87	1.128	1.965	1.096	2.057	1.099	2.138	1.129	2.188	
1.966	1.646	1.687	1.74	1.45	1.83	1.313	1.925	1.253	2.024	1.211	2.119	1.217	2.204	1.251	2.256	
2.435	1.698	2.085	1.796	1.743	1.889	1.552	1.986	1.47	2.089	1.405	2.187	1.405	2.275	1.441	2.329	
3.672	1.817	3.057	1.914	2.593	2.009	2.203	2.111	1.994	2.219	1.89	2.324	1.856	2.418	1.896	2.477	
0	0	0	0	3.837	2.116	3.158	2.224	2.7	2.341	2.519	2.454	2.434	2.554	2.476	2.619	
0	0	0	0	0	0	4.487	2.339	3.835	2.467	3.385	2.588	3.243	2.697	3.277	2.768	
0	0	0	0	0	0	0	0	5.691	2.606	4.782	2.735	4.456	2.851	4.476	2.931	
																
																
																
																
																
